Unnamed: 0,recipe_name,prep_time,cook_time,total_time,servings,yield,ingredients,directions,rating,url,cuisine_path,nutrition,timing,img_src
77,Sidra de manzana casera,15 minutos,3 hrs,7 hrs 15 mins,16,1 galón,"10 manzanas grandes, acuarteladas, agua, para cubrir, 3⁄4 taza de azúcar blanco, 1 cucharada de canela de tierra, 1 cucharada de tierra allspice","Colocar manzanas en un depósito grande; cubrir con agua por lo menos 2 pulgadas. Corta el azúcar, la canela y la pizca. Poner a hervir a fuego medio-alto. Boil, descubierto, por 1 hora. Reducir el calor; cubrir y sumergir durante 2 horas.
Mezcla de manzana estrada a través de un tamiz fino; descarte sólidos. Sidra de nuevo a través de un tamiz de queso.
Refrigerar la sidra hasta el frío, aproximadamente 4 horas.











LaDonna Langwell",4.4,https://www.allrecipes.com/recipe/211772/homemade-apple-cider/,/Bebidas Recetas / Recetas de Jugo /,"Total Fat 0g 0%, Sodium 1mg 0%, Total Carbohydrate 22g 8%, Dietary Fiber 2g 9%, Total Sugars 18g, Protein 0g, Vitamin C 4mg 21%, Calcium 12mg 1%, Iron 0mg 1%, Potassium 98mg 2%","Tiempo de preparación: 15 minutos, Tiempo de cocción: 3 hrs, Tiempo adicional: 4 hrs, Tiempo total: 7 hrs 15 min, Servings: 16, Yield: 1 galón",https://www.allrecipes.com/thmb/M0dm6zV9huJMIy70_9np9ztM4Sw=/1500x0/filters:no_upscale():max_bytes(150000):strip_icc()/Homemade-Apple-Cider-LaDonna-Langwell-1x1-1-a6afe5b44bd246d39e597ed59281bbd5.jpg
78,Relleno de piezas de Apple enlatado,30 minutos,10 minutos,1 hrs,56,7 cuartos,"4 1⁄2 tazas de azúcar blanco, 1 taza de almidón de maíz, 2 cucharaditas de canela de tierra, 1⁄4 cucharadita de nuez molida, 10 tazas de agua, 2 cucharaditas de sal, 3 cucharadas de jugo de limón, 2 gotas de alimentos amarillos para colorear, 6 libras manzanas","Mezcla azúcar, almidón de maíz, canela y nuez moscada en una sartén grande. Añadir agua y sal y mezclar bien. Traiga a hervir y cocine hasta que sea grueso y suave. Retire del calor y agregue jugo de limón y la coloración de alimentos.
Esterilizar los frascos, tapas y anillos hirviéndolos en una gran olla de agua.
Peel, núcleo y manzanas cortadas. Empaque las manzanas cortadas en tarros calientes, dejando un espacio de 1/2 pulgada.
Llene los frascos con jarabe caliente, y remueva suavemente las burbujas de aire con un cuchillo.
Poner tapas y procesar en una caja de agua durante 20 minutos.",4.5,https://www.allrecipes.com/recipe/15942/canned-apple-pie-filling/,/Desserts/Pies/Apple Pie Recipes/,"Total Fat 0g 0%, Sodium 85mg 4%, Total Carbohydrate 25g 9%, Dietary Fiber 1g 4%, Total Sugars 21g, Protein 0g, Vitamin C 3mg 13%, Calcium 5mg 0%, Iron 0mg 1%, Potassium 54mg 1%","Tiempo de preparación: 30 minutos, Tiempo de cocción: 10 minutos, Tiempo adicional: 20 minutos, Tiempo total: 1 hrs, Servings: 56, Yield: 7 quarts",https://www.allrecipes.com/thmb/qcarmR-fmWcDZGS8BGjP51tm9Eg=/1500x0/filters:no_upscale():max_bytes(150000):strip_icc()/1426682-1c6ec83bc56b426b9d812e0a26b1a739.jpg
79,Pie de manzana fácil,20 minutos,40 minutos,1 hrs,8,1 pastel de 9 pulgadas,"1 (14.1 onza) paquete de pasta para una tarta de doble corte de 9 pulgadas, 3⁄4 taza de azúcar blanco, o más al gusto, 1 cucharadita de canela de suelo, 6 tazas de manzana cortada finamente, 1 cucharada de mantequilla","Precaliente el horno a 450 grados F (230 grados C).
Línea un plato de tarta de 9 pulgadas con una corteza de pasta; reserve el segundo.
Combine 3/4 taza de azúcar y canela en un tazón pequeño. Añade más azúcar si tus manzanas son tarta.
Rebanadas de manzana de capa en el plato de pastel preparado, rociando cada capa con mezcla de canela-azúcar. Capa superior de punto con pequeños pedazos de mantequilla. Cubrir con la corteza superior.
Hornear por 10 minutos. Reduzca la temperatura del horno a 350 grados F (175 grados C) y continúe horneando hasta que se doren y llenen burbujas, de 30 a 35 minutos más. Servir caliente o frío.











estudios de comida meredith",4.6,https://www.allrecipes.com/recipe/12324/apple-pie-i/,/Desserts/Pies/Apple Pie Recipes/,"Total Fat 9g 12%, Saturated Fat 3g 14%, Cholesterol 4mg 1%, Sodium 128mg 6%, Total Carbohydrate 42g 15%, Dietary Fiber 3g 11%, Total Sugars 29g, Protein 2g, Vitamin C 4mg 22%, Calcium 11mg 1%, Iron 1mg 4%, Potassium 117mg 2%","Tiempo de preparación: 20 minutos, Tiempo de cocción: 40 minutos, Tiempo total: 1 hrs, Serviciones: 8, Rendimiento: 1 pastel de 9 pulgadas",https://www.allrecipes.com/thmb/aZyGZaTNLn-ewSEGDwwmEOwrRNg=/1500x0/filters:no_upscale():max_bytes(150000):strip_icc()/12324-EasyApplePie-ddmfs-1x1-0016-c0401f8117954ba9a03c62ebba7f16af.jpg
80,Apple Crumb Pie,30 minutos,50 minutos,1 hrs 20 mins,8,1 pastel de 9 pulgadas,"6 tazas de manzana rebanada finamente, 1 cucharada de jugo de limón (Opcional), 3⁄4 taza de azúcar blanco, 2 cucharadas de harina de todo uso, 1⁄2 cucharadita de canela de tierra, 1⁄8 taza de cucharadita de nuez molida, 1⁄2 taza de raisinas de azúcar (Opcional), 1⁄2 taza de nueces picadas (Opcional), 1 9 cucharada de harina de media","Precaliente el horno a 375 grados F (190 grados C).
Colocar manzanas cortadas en un tazón grande; rociar con jugo de limón. Mezcle el azúcar blanco, 2 cucharadas de harina, canela y nuez moscada en un tazón pequeño; espolvoree la mezcla sobre manzanas y el culo hasta que se recubre uniformemente. Escapar en pasas y nueces; transferir mezcla a la cáscara de tarta.
Mezcle 1/2 taza de harina y azúcar marrón juntos en un tazón pequeño. Mezcle la mantequilla con un tenedor hasta que la mezcla sea crumbly; espolvoree sobre el relleno de manzana. Cubrir la parte superior de la tarta con lámina de aluminio.
Hornea en el horno precalentado durante 25 minutos. Retire la lámina y hornee hasta que la parte superior sea marrón dorado y el relleno es bública, unos 25 a 30 minutos más. Enfriar en un bastidor de alambre antes de servir.",4.7,https://www.allrecipes.com/recipe/15587/apple-crumb-pie/,/Desserts/Pies/Apple Pie Recipes/,"Total Fat 15g 19%, Saturated Fat 4g 20%, Cholesterol 11mg 4%, Sodium 139mg 6%, Total Carbohydrate 70g 25%, Dietary Fiber 4g 13%, Total Sugars 49g, Protein 4g, Vitamin C 6mg 28%, Calcium 37mg 3%, Iron 1mg 8%, Potassium 261mg 6%","Tiempo de preparación: 30 minutos, Tiempo de cocción: 50 minutos, Tiempo total: 1 hrs 20 minutos, Actuaciones: 8, Rendimiento: 1 pastel de 9 pulgadas",https://www.allrecipes.com/thmb/3qY9aBqD34LmSObh2KKQZatIjE8=/1500x0/filters:no_upscale():max_bytes(150000):strip_icc()/15587-apple-crumb-pie-ddmfs-4x3-1-dc4ac2e030e04d60a7650ede077f3c45.jpg
81,Manzanas Caramel,8 minutos,2 minutos,25 minutos,6,6 manzanas de caramelo,"6 manzanas, 6 palos artesanales de madera, pulverizador de cocina, 1 paquete (14 onzas) envuelto individualmente caramelos, sin rociar, 2 cucharadas de leche","Retire el tallo de cada manzana y presione un palo artesanal en la parte superior. Rocíe una hoja de horneado con spray de cocina.
Coloque caramelos y leche en un tazón seguro de microondas; microondas durante 2 minutos, revolviendo una vez. A un lado para enfriar brevemente.
Enrolle cada manzana rápidamente en salsa de caramelo hasta que esté bien recubierta. Coloque la hoja preparada para establecer.",4.4,https://www.allrecipes.com/recipe/21130/caramel-apples/,/Dessertos/Recetas de postres especiales/Recetas de Apple de cartón/,"Total Fat 6g 7%, Saturated Fat 2g 9%, Cholesterol 5mg 2%, Sodium 164mg 7%, Total Carbohydrate 70g 25%, Dietary Fiber 3g 12%, Total Sugars 57g, Protein 4g, Vitamin C 7mg 33%, Calcium 104mg 8%, Iron 0mg 2%, Potassium 295mg 6%","Tiempo de preparación: 8 minutos, Tiempo de cocción: 2 minutos, Tiempo adicional: 15 minutos, Tiempo total: 25 minutos, Servings: 6, Rendimiento: 6 manzanas de caramelo",https://www.allrecipes.com/thmb/Gc2LqawZpqaCSWaMdsNx5RK9J2Y=/1500x0/filters:no_upscale():max_bytes(150000):strip_icc()/481786-6c24ca3a641f43eea1597930a40b6178.jpg
82,Pastel de manzana alemán,15 minutos,45 minutos,1 hrs,24,1 pastel de 9x13 pulgadas,"1 taza de aceite vegetal, 2 huevos, 2 tazas de azúcar blanco, 1 extracto de vainilla de cucharadita, 2 tazas de harina de todo uso, 2 cucharaditas de canela de tierra, 1 cucharadita de bicarbonato de sodio, 1⁄2 cucharadita de sal, 4 tazas de manzana - pelado, corcho y dados","Precaliente el horno a 350 grados F (175 grados C). Grasa y harina una sartén de 9x13 pulgadas.
Batir el aceite y los huevos en un tazón de mezcla con una mezcla eléctrica hasta que esté cremoso. Añadir azúcar y vainilla; batir bien.
Reúne la harina, la canela, hornear la soda y la sal en un tazón. Agregue lentamente la mezcla de harina a la mezcla de huevo; mezcla hasta que se combine. El bateador será muy grueso. Doble en manzanas a mano con una cuchara de madera. Difundir el bateador en la sartén preparada.
Hornear el pastel en el horno precalentado hasta que un palillo insertado en el centro salga limpio, unos 45 minutos. Pastel fresco en un basurero de alambre.",4.6,https://www.allrecipes.com/recipe/7915/german-apple-cake-i/,/Cuisine/European/German/,"Total Fat 10g 12%, Saturated Fat 1g 7%, Cholesterol 16mg 5%, Sodium 107mg 5%, Total Carbohydrate 28g 10%, Dietary Fiber 1g 3%, Total Sugars 19g, Protein 2g, Vitamin C 1mg 5%, Calcium 7mg 1%, Iron 1mg 3%, Potassium 41mg 1%","Tiempo de preparación: 15 minutos, Tiempo de cocción: 45 minutos, Tiempo total: 1 hrs, Serviciones: 24, Rendimiento: 1 9x13 pulgadas pastel",https://www.allrecipes.com/thmb/u5wGUc1jJfOfLV8eG9Fl87sTyEk=/1500x0/filters:no_upscale():max_bytes(150000):strip_icc()/2327614-809148baeed6489bbab268a7d527a08a.jpg
83,"Awesome Sausage, Apple y Cranberry Stuffing",15 minutos,15 minutos,1 hrs 30 mins,10,,"3⁄4 tazas de pan blanco cubo, 1 1⁄2 tazas de pan de trigo entero cubo, 1 salchicha de pavo molido, 1 taza de cebolla picada, 3⁄4 taza de apio picado, 2 1⁄2 cucharaditas de salvia seca, 1 1⁄2 cucharaditas de romero secado, 1⁄2 cucharadita de cucharilla seca de tomillo, 1 taza de oro","Precaliente el horno a 350 grados F (175 grados C).
Esparce cubos de pan de trigo blanco y entero en una sola capa sobre una gran hoja de horneado.
Hornee en el horno precalentado hasta que tostado uniformemente, de 5 a 7 minutos. Transfer tostado cubos de pan a un tazón grande.
Cocine salchichas y cebollas en una sartén grande a fuego medio, revolviendo y rompiendo bultos, hasta que se doren uniformemente, de 6 a 8 minutos. Añadir apio, salvia, romero y tomillo; cocinar y revolver hasta que los sabores se mezclan, unos 2 minutos.
Vierta mezcla de salchichas sobre el pan en el tazón. Mezcla en manzana picada, cangrejos secos, perejil y hígado. Deslumbrar con caldo de pavo y mantequilla fundida; mezclar ligeramente.
Permite que el relleno se enfríe completamente antes de rellenar un pavo.











Dotdash Meredith Food Studios",4.8,https://www.allrecipes.com/recipe/13651/awesome-sausage-apple-and-cranberry-stuffing/,/Side Dish/Stuffing and Dressing Recipes/Sausage Stuffing and Dressing Recipes/,"Total Fat 12g 15%, Saturated Fat 5g 25%, Cholesterol 80mg 27%, Sodium 548mg 24%, Total Carbohydrate 22g 8%, Dietary Fiber 2g 8%, Total Sugars 9g, Protein 13g, Vitamin C 9mg 44%, Calcium 47mg 4%, Iron 3mg 17%, Potassium 268mg 6%","Tiempo de preparación: 15 minutos, Tiempo de cocción: 15 minutos, Tiempo adicional: 1 hrs, Tiempo total: 1 hrs 30 minutos, Servings: 10",https://www.allrecipes.com/thmb/A16n6yykk6y6ofEi8akwV-6V9Ck=/1500x0/filters:no_upscale():max_bytes(150000):strip_icc()/1x1-PASSANO_ALR0922_Faves_Stuffing_5279-7495521ab45c4b8880373657bedc0db5.jpg
84,Pies de mano de Apple,25 minutos,35 minutos,1 hrs 15 mins,4,4 pies de mano,"2 cucharadas de mantequilla, 2 manzanas verdes grandes - peladas, cortadas y cortadas en trozos, 2 cucharadas de azúcar morena, 1⁄4 taza de azúcar blanca, 1⁄4 de cucharadita de sal, 1 1⁄2 cucharaditas de canela de tierra, o para degustar, 1 cucharadita de agua, o más si es necesario (Opcional), 1 libra preparada masa de pastel, cortada en 4 piezas de té, 1 cucharadita","Derretir la mantequilla en una sartén grande a fuego medio; dejar la mantequilla marrón a un color dorado claro y oler tostado, alrededor de 1 minuto. Pulgar manzanas en mantequilla caliente; espolvorear con 1/4 taza de azúcar blanca, azúcar marrón y sal. Cocinar y agitar la mezcla de manzana hasta que las manzanas se suavicen, unos 5 minutos. Mezclar en canela y agua; continuar cocinando hasta que las manzanas sean suaves y pegajosas, 1 a 2 minutos más. Esparce manzana llenando sobre un plato para enfriar.
Precaliente el horno a 400 grados F (200 grados C). Línea una hoja de horneado con una estera de silicona o papel de pergamino.
Forma una pieza de masa en una bola, coloca sobre una superficie de trabajo harina, y enrolla en un círculo de 8 pulgadas de diámetro. 1/3 a 1/2 taza de manzana llenado en el centro. Doble la masa sobre el relleno, dejando aproximadamente 1 pulgada de masa en el lado inferior visible debajo del lado superior. Pulsa suavemente la masa cerrada alrededor del relleno, usando la punta de los dedos.
Doblar la parte inferior de la masa sobresaliente sobre el borde superior, trabajando su camino alrededor de la corteza, y pellizcar el overhang firmemente a la parte superior de la corteza.
Crígete el borde apretado, apretando un poco de masa con el pulgar y el forefinger de una mano y usando el dedo índice en la otra mano para empujar una pequeña puntilla en la masa pellizcada. Continúe pellizcando y tocando todo el camino hasta que la corteza esté apretada. Repita con la masa restante y el relleno. Transfiera los pasteles a la hoja de horneado preparada.
Batir el huevo con leche en un tazón pequeño hasta que se combinen a fondo. Pincel superior de cada pastel de mano con mezcla de huevo y rociar con aproximadamente 1/4 cucharadita de azúcar blanco. Corte 3 pequeños agujeros de ventilación en la parte superior de cada pastel.
Hornea en el horno precalentado hasta que los pasteles estén dorados y el relleno esté en bubbling, de 25 a 30 minutos. Deja enfriar por lo menos 15 minutos antes de servir.











Dotdash Meredith Food Studios",4.7,https://www.allrecipes.com/recipe/234374/apple-hand-pies/,/Desserts/Pies/Apple Pie Recipes/,"Total Fat 42g 54%, Saturated Fat 13g 64%, Cholesterol 62mg 21%, Sodium 754mg 33%, Total Carbohydrate 82g 30%, Dietary Fiber 6g 23%, Total Sugars 31g, Protein 9g, Vitamin C 5mg 27%, Calcium 38mg 3%, Iron 4mg 19%, Potassium 215mg 5%","Tiempo de preparación: 25 minutos, Tiempo de cocción: 35 minutos, Tiempo adicional: 15 minutos, Tiempo total: 1 hrs 15 minutos, Servings: 4, Yield: 4 pies de mano",https://www.allrecipes.com/thmb/euXNMeXiywj4v6L_dLhpSqwsN0g=/1500x0/filters:no_upscale():max_bytes(150000):strip_icc()/234374-apple-hand-pies-mfs-1-8458cf2b0e764a7ab31c2d6aa0e3e841.jpg
85,Increíble mantequilla de manzana,10 minutos,10 hrs 25 mins,10 hrs 40 mins,48,6 tazas,"10 libras de manzanas, acuarteladas, 4 tazas de jugo de manzana sin azúcar, 1 taza de azúcar blanco, 1 cucharada de vinagre de manzana, 1 1⁄2 cucharaditas de canela molida, 1⁄2 cucharadita de coágulos de tierra, 1⁄2 cucharadita de hierba picada, 6 jarros de media punta con tapas y anillos","Combine manzanas y jugo de manzana en un depósito; cocine a fuego lento. Reduzca el calor y cocine en un simmer hasta que las manzanas estén suaves y mushy, de 20 a 30 minutos.
Manzanas de cuchara en un molino de alimentos y se procesan en puré mientras se descartan los núcleos y las cáscaras que quedan en el molino. Transferir manzanas de proceso a una cocina lenta.
Cocinar en el Alto con la tapa apagada hasta que la humedad se evapore y el volumen disminuye alrededor de la mitad, durante la noche a 24 horas.
Azúcar de picante, vinagre de manzana, canela, clavos y colmillos a través del puré de manzana.
Continúe cocinando en Alto hasta que la mezcla se fusione en una placa refrigerada sin ningún agua que se separe de los bordes, de 2 a 6 horas.
Esterilizar los frascos y tapas en agua hirviendo durante al menos 5 minutos. Empaque la mantequilla de manzana en los frascos calientes y esterilizados, llenando los frascos a 1/4 pulgada de la parte superior. Ejecute un cuchillo o una espátula delgada alrededor del interior de los frascos después de haber sido llenados para eliminar cualquier burbuja de aire. Limpia los bordes de los frascos con una toalla de papel húmedo para eliminar cualquier residuo de alimentos. Top con tapas y tornillo en anillos.
Coloque un estante en la parte inferior de un almacén grande y rellene a mitad de camino con agua. Llevar a un hervir y bajar los frascos en el agua hirviendo usando un soporte. Deja un espacio de 2 pulgadas entre los frascos. Vierta en agua más hirviendo si es necesario para llevar el nivel de agua a por lo menos 1 pulgada por encima de las copas. Llevar el agua a un hirviendo, cubrir la olla y procesar de 5 a 10 minutos.
Retire los frascos del almacén y colóquese sobre una superficie cubierta de tela o de madera, varias pulgadas separadas, hasta que esté fresco. Una vez fresco, presione la parte superior de cada tapa con un dedo, asegurando que el sello esté apretado (la tapa no se mueve hacia arriba o hacia abajo en absoluto). Almacene en un área fresca y oscura.",4.9,https://www.allrecipes.com/recipe/229892/amazing-apple-butter/,/Side Dish/Sauces and Condiments/Canning and Preserving Recipes/Fruit Butter Recipes/,"Total Fat 0g 0%, Sodium 2mg 0%, Total Carbohydrate 20g 7%, Dietary Fiber 2g 8%, Total Sugars 16g, Protein 0g, Vitamin C 5mg 23%, Calcium 8mg 1%, Iron 0mg 1%, Potassium 127mg 3%","Tiempo de preparación: 10 minutos, Tiempo de cocción: 10 hrs 25 minutos, Tiempo adicional: 5 minutos, Tiempo total: 10 hrs 40 minutos, Servings: 48, Yield: 6 tazas",https://www.allrecipes.com/thmb/x6vOON48-nGa1EFyDtv3yP_-yNE=/1500x0/filters:no_upscale():max_bytes(150000):strip_icc()/4097964-91fe5b73052648c7a2dad2ee8283ad23.jpg
86,Muffins de canela de manzana fácil,20 minutos,25 minutos,45 minutos,6,6 muffins grandes,"1 1⁄2 tazas de harina de todo uso, 3⁄4 taza de azúcar blanco, 2 cucharaditas de polvo de horneado, 1 cucharadita de canela de tierra, 1⁄2 cucharadita de sal, 1 huevo, 1⁄3 taza de aceite vegetal, 1⁄3 taza de leche, 2 manzanas - pelado, cortado y picado","Precaliente el horno a 400 grados F (200 grados C). Grasa 6 tazas de muffin grande o línea con forros de muffin de papel.
Hacer muffins: Reúne la harina, el azúcar, el polvo de hornear, la canela y la sal en un tazón grande. Mezcla en huevo, aceite y leche. Doble en manzanas cortadas. Batter de cuchara en las tazas de muffin preparadas, llenando justo debajo del borde.
Hacer topping: Colocar el azúcar, la mantequilla, la harina y la canela en un tazón pequeño; mezclar con un tenedor y rociar sobre los magdalenas sin hornear.
Hornea en el horno precalentado hasta que un palillo insertado en el centro de un muffin salga limpio, de 20 a 25 minutos.











Kelly McCulley",4.1,https://www.allrecipes.com/recipe/24352/easy-apple-cinnamon-muffins/,Recetas/recetas de pan rápido/recetas de ataúdes/recetas de ataúd,"Total Fat 29g 37%, Saturated Fat 12g 61%, Cholesterol 73mg 24%, Sodium 441mg 19%, Total Carbohydrate 79g 29%, Dietary Fiber 3g 9%, Total Sugars 47g, Protein 6g, Vitamin C 2mg 11%, Calcium 110mg 8%, Iron 2mg 12%, Potassium 131mg 3%","Tiempo de preparación: 20 minutos, Tiempo de cocción: 25 minutos, Tiempo total: 45 minutos, Servings: 6, Yield: 6 panecillos grandes",https://www.allrecipes.com/thmb/KJ3htdTnxZsf9tSvbqILDsqeSaI=/1500x0/filters:no_upscale():max_bytes(150000):strip_icc()/5907258-easy-apple-cinnamon-muffins-Kelly-McCulley-1x1-1-b3c6941ddef3499bafc0399c022ac08f.jpg
