meal_type,taste_profile,served_temperature,season,difficulty,main_ingredients,characteristics,semantic_summary,recipe_id,recipe_name
postre,dulce,cálido,all seasons,mediano,"manzanas de la abuela Smith, manzanas de Macintosh, pastelería de puff, canguros","crostada, relleno de manzana","Esta receta describe una crostada de postre hecha con un relleno de manzana dulce, horneado con pastelería y servido caliente.",93,Apple-Cranberry Crostada
postre,dulce,cálido,otoño,mediano,"Manzanas de la abuela Smith, mantequilla sin sal, harina de todo propósito, azúcar blanco, azúcar marrón empaquetado, agua, pastelería","corteza gruesa, relleno de manzana, corteza de celo","Esta receta describe una tradicional tarta de manzana de otoño hecha con una corteza de celos, con sabores dulces y horneado a una temperatura cálida.",94,Apple Pie por Grandma Ople
postre,dulce,cálido,otoño,fácil,"manzanas, agua, azúcar, canela",nan,"El Applesauce casero de Sarah es un postre dulce hecho de manzanas, agua, azúcar y canela, cocinado hasta que esté suave y fundido para una consistencia deseada.",95,Applesauce casero de Sarah
postre,dulce,cálido,all seasons,fácil,"manzanas, avena, harina, azúcar, canela, agua, mantequilla","topping crujiente, horno horneado","Esta receta de postre implica hornear manzanas cortadas con una topping dulce y especiada hecha de avena, harina, azúcar y especias, luego rematada con una corteza mantequilla y horneado hasta dorado.",96,Apple Crisp
postre,dulce,frío,all seasons,fácil,"manzanas, azúcar, almidón de maíz","espeso, congelado","Esta receta describe un postre simple hecho de manzanas cortadas delgadamente, azúcar y almidón de maíz, que se prepara como relleno para tarta de manzana y luego congelado.",97,Apple Pie Filling
postre,dulce,habitación temperatura,all seasons,fácil,"manzanas, avena, azúcar morena, azúcar blanca, canela, harina, mantequilla","topping crujiente, horno horneado","Un postre fresco de manzana fácil con una topping de avena, horneado en el horno.",98,Easy Apple Crisp con avena Topping
postre,dulce,cálido,otoño,fácil,"sidra de manzana, canela, almizcle, clavos, azúcar morena","lento cocido, envuelto in cheesecloth","Un postre de otoño fácil hecho con sidra de manzana, especias y azúcar morena, cocinado lentamente en un paquete de queso cubierto.",99,Cidra de manzana fácil
postre,dulce,habitación temperatura,otoño,fácil,"manzanas, arándanos, avena, harina, azúcar morena, canela, nuez moscada, nuez moscada, mantequilla",relleno de fruta mezclada,"Esta receta de postre cuenta con una mezcla de manzana y rodajas de arándanos horneados con una topping crujiente de avena, perfecto para el otoño.",100,Apple-Cranberry Crisp
postre,dulce,caliente,otoño,mediano,"pasta, manzana, mantequilla, azúcar morena, canela, nuez moscada, agua, azúcar blanca","cocinar with apples, hornear","Un postre de otoño con bollos de manzana horneados con un relleno dulce, picado y una salsa azucarada.",101,Manzanas viejas de facción
postre,dulce,cálido,otoño,fácil,"manzanas, mantequilla, azúcar, canela",nan,"Southern Fried Apples es un postre cálido hecho con manzanas, mantequilla, azúcar y canela, que se disfruta típicamente durante el otoño.",102,Manzanas fritas del sur
postre,dulce,cálido,all seasons,mediano,"manzanas de la abuela Smith, pastelería, azúcar morena","flaky, crujiente, tierna","Apple Turnovers es un postre cálido hecho con pasta de manguito lleno de dulces rodajas de manzana, azúcar morena y especias, horneado hasta dorado y servido con un simple esmalte.",103,Apple Turnovers
postre,dulce,habitación temperatura,all seasons,fácil,"manzanas, harina, azúcar, canela, sal, mantequilla","topping crujiente, hecho en casa","Esta receta de postre fácil implica cortar manzanas, combinándolas con una topping dulce y picada hecha de harina, azúcar, canela y sal, y horneado hasta dorado.",104,Apple Crisp - Perfecto y fácil
postre,dulce,caliente,otoño,mediano,"caramelo, manzanas","recubrimiento con caramelo, mango de madera","Una receta de postre con manzanas carameladas con mangos de madera, típicamente disfrutadas durante el otoño.",105,Las mejores manzanas Caramel
sopa,"salvory, picante",caliente,all seasons,fácil,"pollo, cebolla, zanahoria, apio, arroz, manzana, pólvora, caldo de pollo, tomillo, crema pesada","contiene carne, contiene verduras, contiene granos","Mulligatawny Soup es una sopa caliente, salada y picante hecha con pollo, verduras, arroz y especias. Está preparado con una base de caldo de pollo e incluye elementos como polvo de curry y tomillo.",106,Mulligatawny Soup
aperitivo,dulce,cálido,otoño,fácil,"manzanas, mantequilla, azúcar morena, canela",sauteed,"Esta receta consiste en embellecer manzanas con mantequilla, azúcar morena y canela, dando lugar a un aperitivo dulce y cálido.",107,Manzanas salteadas
bebida,dulce,cálido,otoño,fácil,"manzana, agua, azúcar, canela, allspice",nan,"Esta receta describe el proceso de hacer sidra de manzana casera, que es una bebida caliente que es dulce y típicamente disfrutada durante el otoño.",108,Sidra de manzana casera
postre,dulce,cálido,otoño,mediano,"relleno de tarta de manzana enlatada, manzanas","enlatado, relleno casero","Esta receta describe un relleno de tarta de manzana enlatada, que normalmente se sirve caliente como parte de un curso de postre durante el otoño. El proceso consiste en mezclar un relleno casero con varios ingredientes, esterilizar tarros, empacar manzanas en tarros y procesarlos en un recipiente de baño de agua.",109,Relleno de piezas de Apple enlatado
postre,dulce,"['warm', 'cold']",all seasons,fácil,"pasta, manzanas, azúcar, canela, mantequilla",nan,"Esta receta de tarta de manzana fácil implica un pastel de 9 pulgadas de doble corte lleno de manzanas cortadas delgadamente, mezcla de canela-azúcar y mantequilla. Se hornea a diferentes temperaturas para lograr un relleno dorado y suave.",110,Pie de manzana fácil
postre,dulce,cálido,all seasons,fácil,"manzanas, cáscara de tarta, pasas, nueces","topping crumbly, especias","Apple Crumb El pastel es un postre caliente hecho con manzanas cortadas, una topping crumbly, y especias, que se disfrutan típicamente durante todo el año.",111,Apple Crumb Pie
postre,dulce,habitación temperatura,otoño,fácil,"manzanas, caramelos",rápidamente rodado en salsa de caramelo,"Las manzanas caramelizadas hechas con manzanas, caramelos y palos artesanales, sirven como postre.",112,Manzanas Caramel
postre,dulce,habitación temperatura,all seasons,fácil,"manzana, harina, canela, azúcar, vainilla extract, vegetable oil, huevos",nan,"El pastel de manzana alemán es un postre simple hecho con manzanas, harina, especias y edulcorantes, horneado a temperatura ambiente.",113,Pastel de manzana alemán
cena,Savory,cálido,all seasons,mediano,"salchicha de pavo, pan blanco, pan integral de trigo, cebolla, apio, salvia, romero, tomillo, manzana, arándanos, perejil, hígado de pavo cocido, caldo de pavo, mantequilla sin sal","cubos tostados de pan, mezcla de salchichas y cebolla, mezclados con manzanas y arándanos, hígado picado finamente","Esta receta de la cena de sabor consiste en tostadas de cubos de pan, cocinar una mezcla de salchichas y cebolla, y combinarla con manzanas, cangrejos, y el hígado de pavo picado finamente. El plato se condimenta con hierbas y mezclado con caldo de pavo y mantequilla fundida antes de ser servido caliente.",114,"Awesome Sausage, Apple y Cranberry Stuffing"
postre,dulce,cálido,all seasons,fácil,"manzana, pasta de pastel","pasteles de mano, horneados","Esta receta describe cómo hacer Apple Hand Pies, un postre cálido que combina manzanas dulces horneadas dentro de una corteza de tarta. El plato es sencillo de preparar y se puede disfrutar durante todo el año.",115,Pies de mano de Apple
postre,"dulce, picante",cálido,otoño,mediano,"manzanas, jugo de manzana sin azúcar, azúcar blanco, vinagre de manzana, canela, clavos, pimienta","fermentación, canning","Esta receta describe el proceso de hacer mantequilla de manzana, un postre cálido, dulce y a veces picante, típicamente hecho durante el otoño. El plato implica una combinación de manzanas, varias especias, y jugo de manzana, que se cocinan para crear una extensión gruesa y sabrosa que se enlaza para el almacenamiento.",116,Increíble mantequilla de manzana
postre,dulce,habitación temperatura,all seasons,fácil,"manzana, magdalena, harina, azúcar, canela, huevos, aceite, leche","canela, picada","Esta receta de magdalena de manzana fácil implica mezclar ingredientes secos, añadir ingredientes húmedos y manzanas picadas, hornearlos en latas de magdalenas, y topping con una mezcla simple de azúcar y mantequilla antes de hornear.",117,Muffins de canela de manzana fácil
postre,dulce,habitación temperatura,all seasons,fácil,"manzanas, harina, azúcar, huevos, aceite, vainilla extract",pan,"Sorprendente pan de manzana de Debbie es un pan de postre dulce simple hecho de manzanas, harina, azúcar, huevos, aceite y extracto de vainilla.",118,Debbie's Amazing Apple Bread
postre,dulce,cálido,all seasons,fácil,"manzana, harina, leche, huevos, aceite, canela","frito profundo, recubierto con azúcar de canela","Esta receta describe los fraterres de manzana de mamá, un postre dulce hecho por piezas de manzana en un bateador que incluye harina, leche, huevos y aceite. Los fritters son recubiertos con azúcar de canela antes de servir.",119,Los frailes de manzana de mamá
postre,dulce,cálido,otoño,fácil,"tarta de manzana relleno, margarina, azúcar morena, harina","topping crujiente, relleno","Un postre de otoño fácil con relleno de tarta de manzana, margarina, azúcar morena y harina, horneado en un plato de 8x8 pulgadas con una topping crujiente.",120,Easy Apple Crisp con relleno de Pie
postre,dulce,habitación temperatura,all seasons,fácil,"manzana, harina, mantequilla, huevos, azúcar","muffin, strudel","Apple Strudel Muffins es un postre dulce hecho con manzana, harina, mantequilla, huevos y azúcar. Se trata de mezclar ingredientes, hornear en una sartén, y mezclar con una mezcla crumbly.",121,Muffins de Apple Strudel
postre,"dulce, picante",cálido,otoño,fácil,"manzanas, canela, azúcar morena, azúcar de vainilla, nuez moscada","capas, horneados","Esta receta implica hornear manzanas cortadas con una mezcla de canela y azúcar, dando lugar a un postre cálido y dulce.",122,Delicious Cinnamon Baked Apples
aperitivo,"dulce, dulce",frío,all seasons,fácil,"mayonesa, manzanas, apio, nueces, pasas","clásico, refrescante","Waldorf Salad es un clásico aperitivo frío con un sabor dulce y sabroso, hecho de mayonesa, manzanas, apio, nueces y pasas.",123,Waldorf Salad
postre,dulce,cálido,all seasons,fácil,"manzanas, azúcar morena, canela, nuez moscada, mantequilla",nan,"Esta receta incluye microwaving manzanas horneadas con un relleno dulce y picado, por lo que es una simple opción de postre que se puede disfrutar durante todo el año.",124,Manzanas horneadas de microondas
desayuno,dulce,cálido,all seasons,mediano,"manzana, tortita","usa huevos, contiene harina, incluye azúcar, tiene leche, usa mantequilla, mezclada con especias","Este panqueque alemán de Apple es un dulce plato de desayuno hecho con manzanas, harina, azúcar, leche y mantequilla, sazonado con especias, y horneado en un horno.",125,Pancake alemán de Apple
desayuno,"dulce, picante",cálido,all seasons,fácil,"manzana, avena, canela, azúcar morena, leche, harina, huevos, extracto de vainilla, aceite, puré de manzana","magdalena, avena","Esta receta describe un plato caliente y dulce con manzana, canela y avena, horneado en panecillos que se pueden disfrutar durante todo el año.",126,Muffins de avena de manzana de canela
cena,"dulce, dulce",caliente,all seasons,mediano,"chuletas de cerdo, puré de manzana, cebolla, manzana","cocinar in skillet, horneado","Applesauce Pork Chops es un plato sabroso y dulce de cena hecho con chuletas de cerdo, puré de manzanas, cebollas y manzanas. Se trata de cocinar en una sartén y hornear.",127,Applesauce Pork Chops
postre,dulce,cálido,otoño,fácil,"manzanas, azúcar blanco","espesa, marrón oscuro","Esta receta describe una mantequilla de manzana todo el día hecha de manzanas y azúcar, con canela y coágulos, que espesa y oscurece mientras cocina. Se puede almacenar frío o congelado.",128,Mantequilla de manzana todo el día
desayuno,dulce,habitación temperatura,all seasons,fácil,"harina de todo uso, azúcar blanco, zanahorias, manzana, pasas, nueces, coco sin azúcar","magdalenas, contiene verduras","Esta receta de magdalenas de la gloria de la mañana combina ingredientes dulces como harina, azúcar y verduras trituradas como zanahorias y manzanas, junto con nueces y coco. Es una opción de desayuno simple que se puede disfrutar durante todo el año.",129,Muffins de Gloria de la mañana fácil
postre,dulce,cálido,all seasons,fácil,"manzana, avena, canela, azúcar morena, avena enrollada, harina de todo uso, mantequilla, manzanas","nítida, endulzada","Esta receta describe un postre cálido y dulce hecho con manzana, avena y otros ingredientes horneados juntos en una sartén.",130,Manzana de avena Crisp
